ImageName,AvgHue,MaxHue
Photo_20250608_112822.jpg,0.62121299180144,0.63997113997114
Photo_20250608_113033.jpg,0.620027155241114,0.63997113997114
Photo_20250608_113242.jpg,0.621339837930702,0.63997113997114
Photo_20250608_113440.jpg,0.620926604208152,0.63997113997114
Photo_20250608_113819.jpg,0.621235272885349,0.63997113997114
Photo_20250608_114029.jpg,0.62126308796056,0.63997113997114
Photo_20250608_114240.jpg,0.620859121413061,0.63997113997114
Photo_20250608_114450.jpg,0.621044045007412,0.63997113997114
Photo_20250608_114701.jpg,0.621865517708386,0.63997113997114
Photo_20250608_120427.jpg,0.620838999939615,0.63997113997114
